article_url,themes
https://lfpress.com/life/fashion-beauty/all-for-a-good-cause-purpose-led-brands-aim-to-put-philanthropy-first/wcm/b594acc5-d8d8-421e-86fa-c0c1f0fc8734,EPU_ECONOMY_HISTORIC;UNGP_FORESTS_RIVERS_OCEANS;ECON_ENTREPRENEURSHIP;TAX_FNCACT;TAX_FNCACT_ENTREPRENEUR;TAX_FNCACT_VOLUNTEER;CRISISLEX_CRISISLEXREC;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_137_WATER;GENERAL_HEALTH;WATER_SECURITY;UNGP_CLEAN_WATER_SANITATION;WB_2670_JOBS;WB_1467_EDUCATION_FOR_ALL;WB_470_EDUCATION;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET;TAX_FNCACT_BEEKEEPER;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2480_POST_CONFLICT_RECONSTRUCTION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2488_POPULATION_RESETTLEMENT;TAX_FNCACT_WOMEN;EDUCATION;TAX_FNCACT_WOMAN;TAX_FNCACT_CEO;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOLS;WB_1606_SCHOLARSHIPS;WB_1608_CASH_TRANSFERS;WB_1466_SOCIAL_ASSISTANCE;WB_1603_FEE_WAIVERS;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_FNCACT_FOUNDER;REBELLION;SELF_IDENTIFIED_HUMAN_RIGHTS;UNGP_POLITICAL_FREEDOMS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;WB_2203_HUMAN_RIGHTS;UNGP_CRIME_VIOLENCE;SOC_POINTSOFINTEREST_UNIVERSITY;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_EMPLOYEES;GEN_HOLIDAY;WB_2931_IRON;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;TAX_ECON_PRICE;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;SOC_POINTSOFINTEREST_SCHOOL;WB_2482_RECONCILIATION;WB_2519_RESPONSES_TO_HUMAN_RIGHTS_ABUSES;USPEC_POLITICS_GENERAL1;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ETHNICITY_INUIT;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_INUIT;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;TAX_FNCACT_ROLE_MODELS;TAX_FNCACT_WARRIOR;TAX_FNCACT_SINGER;TAX_WORLDLANGUAGES_CHEYENNE;TAX_WORLDBIRDS;TAX_WORLDBIRDS_CROW;TAX_FNCACT_DESIGNER;TAX_WORLDFISH;TAX_WORLDFISH_YELLOWTAIL;KILL;CRISISLEX_T03_DEAD;ROAD_INCIDENT;MANMADE_DISASTER;MANMADE_DISASTER_CAR_CRASH;SOC_TRAFFICACCIDENT;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;WB_1281_MANUFACTURING;CRISISLEX_T01_CAUTION_ADVICE;TAX_WORLDMAMMALS_BEARS;TAX_WORLDMAMMALS_POLAR_BEARS;TAX_FNCACT_WITCH;ENV_OIL;TAX_FOODSTAPLES;TAX_FOODSTAPLES_COCONUT_OIL;TAX_ETHNICITY_AUSTRALIAN;WB_615_GENDER;DISCRIMINATION;UNGP_FREEDOM_FROM_DISCRIMINATION;HARASSMENT;
https://www.capebretonpost.com/opinion/local-perspectives/brian-sauve-short-staffed-rcmp-cant-clean-up-political-mess-in-lobster-dispute-510868/,EPU_POLICY;EPU_POLICY_POLITICAL;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_OFFICERS;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_2026_PREVENTION;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;LEGISLATION;EPU_POLICY_LAW;CRISISLEX_CRISISLEXREC;WB_1920_FINANCIAL_SECTOR_DEVELOPMENT;WB_328_FINANCIAL_INTEGRITY;WB_2082_LAW_ENFORCEMENT;WB_856_WAGES;WB_1654_ACTIVE_LABOR_MARKET_POLICIES;WB_855_LABOR_MARKETS;WB_697_SOCIAL_PROTECTION_AND_LABOR;RECRUITMENT;UNGP_FORESTS_RIVERS_OCEANS;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;TAX_ETHNICITY;TAX_ETHNICITY_CANADIAN;TAX_ECON_PRICE;TAX_FNCACT_OFFICIALS;TAX_FNCACT_ELECTED_OFFICIALS;ENV_FISHERY;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_960_FISHERIES_LAW;WB_963_NATURAL_RESOURCES_LAW;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;AFFECT;TAX_ETHNICITY_CANADIANS;TAX_FNCACT_WORKERS;GENERAL_HEALTH;MEDICAL;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1430_MENTAL_HEALTH;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;WB_1383_HEALTH_MANAGEMENT_AND_ADMINISTRATION;WB_631_HUMAN_RESOURCES_FOR_HEALTH;UNGP_CRIME_VIOLENCE;
https://www.mondaq.com/australia/Government-Public-Sector/898614/Waanyi-Nation-declares-its-independence-to-run-its-own-economy,ETH_INDIGINOUS;ARMEDCONFLICT;MANMADE_DISASTER_IMPLIED;ENV_MINING;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WB_2933_ZINC;WB_2937_SILVER;USPEC_POLICY1;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;UNGP_FORESTS_RIVERS_OCEANS;WB_845_LEGAL_AND_REGULATORY_FRAMEWORK;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_1024_PUBLIC_INTERNATIONAL_LAW;WB_1026_TREATIES;WB_962_INTERNATIONAL_LAW;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;SELF_IDENTIFIED_HUMAN_RIGHTS;WB_2203_HUMAN_RIGHTS;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TRIAL;TAX_FNCACT;TAX_FNCACT_LAWYERS;TAX_ETHNICITY;TAX_ETHNICITY_AUSTRALIAN;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;TAX_FNCACT_CRIMINAL;TAX_ETHNICITY_EUROPEANS;WB_368_LEASING;AGRICULTURE;KILL;CRISISLEX_T03_DEAD;TAX_FNCACT_MAGISTRATES;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_FNCACT_JUDGE;SOVEREIGNTY;TAX_FNCACT_REGISTRAR;TAX_ETHNICITY_INDIGENOUS;TAX_FNCACT_QUEEN;NEGOTIATIONS;WB_840_JUSTICE;WB_2473_DIPLOMACY_AND_NEGOTIATIONS;WB_939_NEGOTIATION;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION;WB_843_DISPUTE_RESOLUTION;WB_2471_PEACEKEEPING;
https://www.680news.com/2020/09/07/it-is-urgent-commissioner-calls-for-indigenous-bodies-to-oversee-police/,ETH_INDIGINOUS;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_COMMISSIONER;AFFECT;KILL;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;TAX_FNCACT_WOMEN;TRANSPARENCY;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;TAX_ETHNICITY_CANADIAN;SOC_GENERALCRIME;EPU_CATS_MIGRATION_FEAR_FEAR;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;EPU_POLICY_REFORM;WB_1014_CRIMINAL_JUSTICE;WB_831_GOVERNANCE;WB_838_PUBLIC_ACCOUNTABILITY_MECHANISMS;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_2025_INVESTIGATION;WB_832_ANTI_CORRUPTION;TAX_FNCACT_SPOKESMAN;UNGP_CRIME_VIOLENCE;TAX_FNCACT_LEADERS;WB_1934_CIVILLIAN_POLICE_AND_SECURITY_SERVICES;CRISISLEX_T11_UPDATESSYMPATHY;UNGP_FORESTS_RIVERS_OCEANS;WB_1680_COMMUNITY_BASED_PROGRAMS;WB_1677_SOCIAL_PROTECTION_AND_LABOR_SYSTEMS;WB_697_SOCIAL_PROTECTION_AND_LABOR;CRISISLEX_T03_DEAD;TAX_ETHNICITY_BLACK;TAX_FNCACT_MAN;TAX_FNCACT_OFFICER;TAX_FNCACT_POLICE_OFFICER;ARREST;TAX_FNCACT_OFFICERS;TAX_FNCACT_WOMAN;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;UNGP_FREEDOM_FROM_DISCRIMINATION;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHANTEL;TAX_FNCACT_INVESTIGATOR;TAX_FNCACT_CHIEF;TAX_FNCACT_CHIEFS;EPU_POLICY_POLITICAL;
https://www.919thebend.ca/2020/09/30/former-nb-cabinet-ministers-take-to-social-media/,ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_MINISTER;USPEC_UNCERTAINTY1;KILL;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;WB_2960_INDIGENOUS_PEOPLES;WB_421_SOCIAL_INCLUSION;WB_899_SOCIAL_SAFEGUARDS;WB_749_INDIGENOUS_PEOPLES;WB_933_ETHNIC_RELIGIOUS_AND_OTHER_MINORITIES;WB_134_SOCIAL_DEVELOPMENT;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;LEADER;CRISISLEX_T11_UPDATESSYMPATHY;AGRICULTURE;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_1050_AQUACULTURE;WB_1949_CLIMATE_SMART_AGRICULTURE;ENV_FISHERY;
https://listverse.com/2015/12/25/10-haunting-unsolved-crimes-against-aboriginal-women-in-canada/,ETH_INDIGINOUS;TAX_FNCACT;TAX_FNCACT_WOMEN;AFFECT;KILL;TAX_ETHNICITY;TAX_ETHNICITY_CANADIAN;CRISISLEX_T03_DEAD;EPU_CATS_MIGRATION_FEAR_FEAR;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_CANDIDATE;TAX_FNCACT_MINISTER;LEADER;TAX_FNCACT_PRIME_MINISTER;APPOINTMENT;TAX_ETHNICITY_INDIGENOUS;POVERTY;TAX_FNCACT_WOMAN;WB_1331_HEALTH_TECHNOLOGIES;WB_2453_ORGANIZED_CRIME;WB_1350_PHARMACEUTICALS;WB_2433_CONFLICT_AND_VIOLENCE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2456_DRUGS_AND_NARCOTICS;TAX_FNCACT_CHILDREN;CRISISLEX_C05_NEED_OF_SHELTERS;WB_135_TRANSPORT;WB_1174_WAREHOUSING_AND_STORAGE;WB_793_TRANSPORT_AND_LOGISTICS_SERVICES;CRISISLEX_CRISISLEXREC;SOC_GENERALCRIME;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;WB_2024_ANTI_CORRUPTION_AUTHORITIES;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2025_INVESTIGATION;WB_831_GOVERNANCE;WB_832_ANTI_CORRUPTION;WB_1014_CRIMINAL_JUSTICE;USPEC_POLITICS_GENERAL1;MANMADE_DISASTER_IMPLIED;ARREST;UNGP_FORESTS_RIVERS_OCEANS;WB_698_TRADE;HUMAN_TRAFFICKING;MEDIA_SOCIAL;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_405_BUSINESS_CLIMATE;WB_2531_INSPECTIONS_LICENSING_AND_PERMITS;WB_2530_BUSINESS_ENVIRONMENT;ACT_MAKESTATEMENT;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_MSM;TAX_FNCACT_AUTHORITIES;EPU_POLICY_AUTHORITIES;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMAN;WB_1406_DISEASES;WB_1437_SOCIAL_DETERMINANTS_FOR_HEALTH;WB_1438_ALCOHOL_AND_SUBSTANCE_ABUSE;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_FNCACT_CRIMINAL;IDEOLOGY;TAX_FNCACT_VICTIM;UNGP_CRIME_VIOLENCE;WB_742_YOUTH_AND_GENDER_BASED_VIOLENCE;WB_2441_DOMESTIC_VIOLENCE;WB_738_SOCIAL_COHESION;WB_134_SOCIAL_DEVELOPMENT;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_SCHOOL;SOC_POINTSOFINTEREST_HIGH_SCHOOL;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;CRIME_COMMON_ROBBERY;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;TAX_FNCACT_ROLE_MODEL;CRIME_ILLEGAL_DRUGS;WB_168_ROADS_AND_HIGHWAYS;WB_1809_HIGHWAYS;WB_1803_TRANSPORT_INFRASTRUCTURE;TAX_FNCACT_CONSTABLE;WB_1675_GRADUATION;WB_855_LABOR_MARKETS;WB_1673_PASSIVE_LABOR_MARKETS_POLICIES;WB_697_SOCIAL_PROTECTION_AND_LABOR;WB_470_EDUCATION;TRIAL;TAX_FNCACT_FATHER;NATURAL_DISASTER;NATURAL_DISASTER_ICE;CURFEW;TAX_WORLDMAMMALS_DOGS;TAX_FNCACT_KILLER;RURAL;INFO_RUMOR;TAX_FNCACT_MAN;USPEC_POLICY1;EPU_POLICY_SPENDING;TAX_FNCACT_CHIEF;TAX_FNCACT_INVESTIGATOR;TAX_FNCACT_CHILD;EMERG_EMERGSHELTER;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_MILITARY_TITLE;TAX_MILITARY_TITLE_OFFICERS;TAX_FNCACT_OFFICERS;TAX_FNCACT_LEADER;TAX_WORLDMAMMALS_BEAR;
https://www.cbc.ca/news/canada/north/long-reads-cbc-north-best-1.5397953,GEN_HOLIDAY;MANMADE_DISASTER_IMPLIED;UNGP_FORESTS_RIVERS_OCEANS;WB_135_TRANSPORT;MARITIME_INCIDENT;MARITIME;TAX_ETHNICITY;TAX_ETHNICITY_SOVIET;MEDIA_MSM;TAX_FNCACT;TAX_FNCACT_REPORTER;TAX_FNCACT_MAN;KILL;CRISISLEX_T03_DEAD;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_WORKERS;TAX_FNCACT_SOCIAL_WORKERS;EPU_ECONOMY_HISTORIC;TAX_FNCACT_WOMAN;TAX_FNCACT_CHILDREN;TAX_DISEASE;TAX_DISEASE_TRAUMA;CRISISLEX_T11_UPDATESSYMPATHY;DISABILITY;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_635_PUBLIC_HEALTH;WB_1464_HEALTH_OF_THE_DISABLED;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;JUSTICE;UNGP_CRIME_VIOLENCE;TAX_DISEASE_CANCER;WB_1406_DISEASES;WB_1431_CANCER;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;KIDNAP;URBAN;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_CARIBOU;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT_ELDERS;TAX_WORLDMAMMALS_MOOSE;ENV_CLIMATECHANGE;WB_567_CLIMATE_CHANGE;UNGP_CLIMATE_CHANGE_ACTION;TAX_FNCACT_HUNTERS;TAX_FNCACT_ELDER;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;TAX_ETHNICITY_INUIT;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_INUIT;
https://www.hcn.org/issues/52.4/indigenous-affairs-wildlife-a-captive-orca-and-a-chance-for-our-redemption,KIDNAP;WB_137_WATER;MARITIME_PIRACY;TAX_WEAPONS;TAX_WEAPONS_BOMBS;CRISISLEX_T01_CAUTION_ADVICE;KILL;CRISISLEX_T03_DEAD;WB_135_TRANSPORT;TAX_FNCACT;TAX_FNCACT_VETERINARIAN;TAX_ETHNICITY;TAX_ETHNICITY_CHINOOK;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINOOK_JARGON;MANMADE_DISASTER_IMPLIED;RELEASE_HOSTAGE;ROAD_INCIDENT;MANMADE_DISASTER;MANMADE_DISASTER_CAR_ACCIDENT;SOC_TRAFFICACCIDENT;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;TAX_WORLDLANGUAGES_MECH;TAX_ETHNICITY_SALISH;TAX_WORLDLANGUAGES_SALISH;UNGP_FORESTS_RIVERS_OCEANS;TAX_WORLDFISH;TAX_WORLDFISH_SALMON;TAX_FNCACT_LEADERS;TAX_ETHNICITY_CANADIAN;ENV_FISHERY;TAX_FNCACT_BIOLOGIST;TAX_FNCACT_MARINE_BIOLOGIST;TAX_WORLDFISH_FISH;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_WHALE;TAX_WORLDMAMMALS_GRAY_WHALE;TAX_FNCACT_KILLER;TAX_WORLDMAMMALS_WHALES;TAX_WORLDMAMMALS_KILLER_WHALES;GENERAL_HEALTH;MEDICAL;TOURISM;TAX_FNCACT_TOURIST;TAX_ETHNICITY_FRENCH;TAX_WORLDLANGUAGES_FRENCH;WB_1609_FOOD_AND_IN_KIND_TRANSFERS;WB_1620_ELDERLY;WB_1466_SOCIAL_ASSISTANCE;WB_1618_FOOD_DISTRIBUTION;WB_697_SOCIAL_PROTECTION_AND_LABOR;CRISISLEX_O01_WEATHER;TAX_FNCACT_CHILDREN;TAX_WORLDREPTILES;TAX_WORLDREPTILES_TURTLES;TAX_WORLDREPTILES_SEA_TURTLES;ECON_HOUSING_PRICES;WB_904_HOUSING_MARKETS;WB_817_LAND_AND_HOUSING;WB_813_URBAN_GOVERNANCE_AND_CITY_SYSTEMS;WB_699_URBAN_DEVELOPMENT;WB_825_TOURISM;WB_1921_PRIVATE_SECTOR_DEVELOPMENT;WB_346_COMPETITIVE_INDUSTRIES;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS;MARITIME_INCIDENT;MARITIME;WB_1803_TRANSPORT_INFRASTRUCTURE;WB_167_PORTS;TAX_FNCACT_ARTIST;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_COLLEGE;TAX_WORLDMAMMALS_HUMAN;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_SPENDING;TAX_WORLDMAMMALS_KILLER_WHALE;TAX_FNCACT_SECRETARY;TAX_FNCACT_SECRETARY_OF_STATE;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;TAX_FNCACT_OFFICIALS;ENV_SPECIESENDANGERED;LEGISLATION;EPU_POLICY_LAW;NATURAL_DISASTER;NATURAL_DISASTER_HURRICANE;EVACUATION;CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED;TAX_FNCACT_EMPLOYEE;TAX_FNCACT_BABY;TAX_WORLDFISH_HERRING;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;ARREST;IMMIGRATION;TAX_FNCACT_IMMIGRANT;EPU_CATS_MIGRATION_FEAR_MIGRATION;GENERAL_GOVERNMENT;EPU_POLICY_GOVERNMENT;TAX_ETHNICITY_AMERICAN;TAX_ETHNICITY_NATIVE_AMERICAN;ETH_INDIGINOUS;SOC_POINTSOFINTEREST_SCHOOLS;ARMEDCONFLICT;HUMAN_RIGHTS_ABUSES;HUMAN_RIGHTS_ABUSES_TORTURE;TORTURE;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2512_TORTURE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_ETHNICITY_INDIAN;EPU_ECONOMY_HISTORIC;SOC_POINTSOFINTEREST_SCHOOL;TAX_ETHNICITY_INDIGENOUS;TAX_FNCACT_WOMEN;AFFECT;SOC_GENERALCRIME;TAX_FOODSTAPLES;TAX_FOODSTAPLES_MILK;ENV_CLIMATECHANGE;WB_567_CLIMATE_CHANGE;UNGP_CLIMATE_CHANGE_ACTION;WB_566_ENVIRONMENT_AND_NATURAL_RESOURCES;WB_590_ECOSYSTEMS;WB_596_COASTAL_AND_MARINE_ECOSYSTEMS;TAX_DISEASE;TAX_DISEASE_PATHOGENS;CRISISLEX_C07_SAFETY;FOOD_SECURITY;WB_199_FOOD_SECURITY;WB_435_AGRICULTURE_AND_FOOD_SECURITY;WB_1967_AGRICULTURAL_RISK_AND_SECURITY;UNGP_AFFORDABLE_NUTRITIOUS_FOOD;TAX_WORLDMAMMALS_HUMANS;TAX_FNCACT_ELDER;TAX_FNCACT_FISHERMAN;TAX_FNCACT_FISHERMEN;TAX_FNCACT_MAN;TAX_FNCACT_FATHER;TAX_WORLDLANGUAGES_KLALLAM;TAX_WORLDFISH_BLACKFISH;TAX_FNCACT_DIVER;TAX_WORLDBIRDS;TAX_WORLDBIRDS_DUCK;CRISISLEX_C04_LOGISTICS_TRANSPORT;TAX_FNCACT_EMPLOYEES;TAX_FNCACT_WOMAN;RETIREMENT;WB_2690_CATEGORIES_OF_EMPLOYMENT;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2896_RETIREMENT;EPU_CATS_MIGRATION_FEAR_FEAR;
https://missoulian.com/news/local/missoula-declares-murdered-and-missing-indigenous-women-awareness-day/article_59c7b3c9-f6e3-5b25-b72c-9b750f550461.html,KILL;AFFECT;TAX_FNCACT;TAX_FNCACT_WOMAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_BLACKFOOT;SCIENCE;TAX_FNCACT_RESEARCHER;WB_678_DIGITAL_GOVERNMENT;WB_667_ICT_INFRASTRUCTURE;WB_669_SOFTWARE_INFRASTRUCTURE;WB_2945_DATABASE;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_FNCACT_WOMEN;LEADER;TAX_FNCACT_MAYOR;TAX_FNCACT_VICTIMS;CRISISLEX_CRISISLEXREC;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_ETHNICITY_SIOUX;TAX_WORLDLANGUAGES_SIOUX;CRISISLEX_T11_UPDATESSYMPATHY;EPU_CATS_MIGRATION_FEAR_FEAR;URBAN;TAX_ETHNICITY_INDIAN;GENERAL_HEALTH;MEDICAL;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;MOVEMENT_GENERAL;ARMEDCONFLICT;EDUCATION;WB_470_EDUCATION;
https://www.timescolonist.com/news/local/head-of-sea-lion-seen-in-vic-west-likely-taken-as-trophy-critic-1.24134123,KILL;ARMEDCONFLICT;UNGP_FORESTS_RIVERS_OCEANS;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_LION;LEADER;TAX_FNCACT;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY;TAX_ETHNICITY_INDIGENOUS;ETH_INDIGINOUS;TAX_WORLDMAMMALS_LIONS;ENV_FISHERY;WB_698_TRADE;TAX_ETHNICITY_BLACK;BLACK_MARKET;TAX_FNCACT_FISHERMAN;TAX_WORLDMAMMALS_SEALS;TAX_WORLDFISH;TAX_WORLDFISH_SALMON;AFFECT;TAX_WORLDFISH_FISH;ECON_STOCKMARKET;TAX_FNCACT_HUNTERS;CRISISLEX_CRISISLEXREC;CRISISLEX_T02_INJURED;CRISISLEX_T03_DEAD;BAN;TAX_FNCACT_CRIMINAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MEDIA_SOCIAL;WB_652_ICT_APPLICATIONS;WB_662_SOCIAL_MEDIA;WB_658_ENTERPRISE_APPLICATIONS;MARITIME_INCIDENT;MARITIME;MANMADE_DISASTER_IMPLIED;TAX_FNCACT_FISHERMEN;USPEC_POLICY1;EPU_POLICY;EPU_POLICY_POLICY;TAX_FNCACT_CAMPAIGNER;EDUCATION;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_UNIVERSITY;TAX_FNCACT_CANDIDATE;TAX_WORLDMAMMALS_WHALES;TAX_WORLDMAMMALS_HUMPBACK_WHALES;WB_137_WATER;
